Geo_FIPS,Geo_NAME,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_FILEID,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_PLACESE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_UACP,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_VTD,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_TAZ,Geo_UGA,Geo_PUMA5,Geo_PUMA1,Geo_GEOID,Geo_BTTR,Geo_BTBG,Geo_AREALAND,Geo_AREAWATR,SE_A00001_001,SE_A00002_001,SE_A00002_002,SE_A00002_003,SE_A14001_001,SE_A14001_002,SE_A14001_003,SE_A14001_004,SE_A14001_005,SE_A14001_006,SE_A14001_007,SE_A14001_008,SE_A14001_009,SE_A14001_010,SE_A14001_011,SE_A14001_012,SE_A14001_013,SE_A14001_014,SE_A14001_015,SE_A14001_016,SE_A14001_017,SE_A14006_001,SE_A14007_001,SE_A14007_002,SE_A14007_003,SE_A14007_004,SE_A14007_005,SE_A14007_006,SE_A14007_007,SE_A14007_008,SE_A14007_009,SE_A14007_010,SE_A14008_001,SE_A14010_001,SE_A14011_001,SE_A14012_001,SE_A14013_001,SE_A14014_001,SE_A14014_002,SE_A14014_003,SE_A14014_004,SE_A14014_005,SE_A14014_006,SE_A14014_007,SE_A15001_001,SE_A15001_002,SE_A15001_003,SE_A15001_004,SE_A15001_005,SE_A15001_006,SE_A15001_007,SE_A15001_008,SE_A15001_009,SE_A15001_010,SE_A15001_011,SE_A15001_012,SE_A15001_013,SE_A15001_014,SE_A15001_015,SE_A15001_016,SE_A15001_017,SE_A15001_018,SE_A14015_001,SE_A14015_002,SE_A14015_003,SE_A10011_001,SE_A10011_002,SE_A10011_003,SE_A10019_001,SE_A10019_002,SE_A10019_003,SE_A10016_001,SE_A10016_002,SE_A10016_003,SE_A10012_001,SE_A10012_002,SE_A10012_003,SE_A10017_001,SE_A10017_002,SE_A10017_003,SE_A10018_001,SE_A10018_002,SE_A10018_003,SE_A10014_001,SE_A10014_002,SE_A10014_003,SE_A10015_001,SE_A10015_002,SE_A10015_003,SE_A10013_001,SE_A10013_002,SE_A10013_003,SE_A14024_001,SE_A14024A_001,SE_A14024B_001,SE_A14024C_001,SE_A14024D_001,SE_A14024E_001,SE_A14024F_001,SE_A14024G_001,SE_A14024H_001,SE_A14024I_001
"36047039100","Census Tract 391","Census Tract 391, Kings County, New York","ny","140","00","ACSSF","0004821",,,,,"36","047",,,,"039100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US36047039100",,,"166173","0",2782,2782,43360.51,0.0641597567247416,1124,128,126,123,10,11,44,94,0,25,12,143,151,96,85,52,24,57708,57708,95146,72375,,,,,,35865,96938,64011.8327402135,,44652.9411764706,78698,82340.674955595,35436,36658,49025,,,48371,8864,46354,18567,39583,35972,60000,77930,48585,18867,48093,38393,61213,95417,45125,,,,58711,46218,57708,99290,37178,1124,863,261,1124,862,262,1124,79,1045,1124,50,1074,1124,220,904,1124,78,1046,1124,41,1083,1124,41,1083,1124,40,1084,26306,33769,18586,,22341,,13280,55151,19789,49021
"36047039200","Census Tract 392","Census Tract 392, Kings County, New York","ny","140","00","ACSSF","0004822",,,,,"36","047",,,,"039200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US36047039200",,,"174602","0",3026,3026,44886.68,0.0674142119577388,1084,49,147,36,55,36,92,11,24,19,83,117,67,157,74,22,95,58214,58214,61500,,,30833,,,,,61194,86810.7011070111,61361,99956.7144719687,43977,50833.1230283912,24571,27969,54926,14107,23036,43576,12685,41625,42891,32013,21887,47361,94545,53065,,54395,,,123603,35893,44453,24318,20357,52932,,58214,61083,51577,1084,857,227,1084,829,255,1084,141,943,1084,135,949,1084,230,854,1084,78,1006,1084,22,1062,1084,145,939,1084,74,1010,31313,34077,,,12436,,16079,,23096,33900
"36047039300","Census Tract 393","Census Tract 393, Kings County, New York","ny","140","00","ACSSF","0004823",,,,,"36","047",,,,"039300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US36047039300",,,"189603","0",3790,3790,51771.62,0.0732061306847754,1466,259,23,100,50,20,54,0,28,86,124,131,170,118,107,74,122,58942,58942,72833,45789,,100000,,,,45714,74354,79457.7762619372,55980,81877.5834658188,57563,69870.7287933094,28987,30723,44828,15320,25806,49688,13603,42072,21369,37321,43371,52910,43750,40921,22183,46974,44655,51429,40556,43125,18125,,,53778,48929,58942,101250,54150,1466,1057,409,1466,1040,426,1466,193,1273,1466,122,1344,1466,238,1228,1466,193,1273,1466,89,1377,1466,72,1394,1466,72,1394,30724,34650,22170,,41006,,17942,42601,24042,48334
"36047039400","Census Tract 394","Census Tract 394, Kings County, New York","ny","140","00","ACSSF","0004824",,,,,"36","047",,,,"039400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US36047039400",,,"192099","0",2408,2408,32466.03,0.0741698417135523,693,71,58,34,17,10,48,44,33,19,29,100,61,49,24,10,86,57292,57292,60032,,,,,,,62000,58438,105413.275613276,62589,122360.945709282,,23379.5081967213,19058,35859,45972,15417,11817,37000,9107,33594,18110,36667,34063,37083,41875,42813,18445,44107,56000,,,16630,,15500,15469,,53056,57292,61985,44500,693,502,191,693,466,227,693,65,628,693,132,561,693,214,479,693,41,652,693,26,667,693,86,607,693,48,645,30237,33432,,,9572,,11947,5961,19536,34323
"36047039500","Census Tract 395","Census Tract 395, Kings County, New York","ny","140","00","ACSSF","0004825",,,,,"36","047",,,,"039500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US36047039500",,,"159720","0",4076,4076,66095.61,0.0616682393895261,1250,239,97,68,8,23,35,0,93,37,85,71,138,126,76,127,27,54667,54667,87024,41939,,,,,96094,28152,106932,67746.32,55496,61563.8065522621,41313,60201.9704433498,26561,32304,41282,21094,18451,39453,11547,30221,24777,32179,27500,39886,61488,35857,24107,40767,35443,55463,59625,26250,27702,17917,,36107,70833,54667,123375,42245,1250,960,290,1250,905,345,1250,183,1067,1250,122,1128,1250,231,1019,1250,112,1138,1250,103,1147,1250,102,1148,1250,109,1141,22064,31770,18228,,14052,,13546,30523,17302,37904
"36047039600","Census Tract 396","Census Tract 396, Kings County, New York","ny","140","00","ACSSF","0004826",,,,,"36","047",,,,"039600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US36047039600",,,"163301","0",2038,2038,32323.11,0.0630508712781681,729,43,37,73,24,35,8,30,73,68,11,61,68,73,28,10,87,49026,49026,48787,,,74000,,,,43472,49026,97192.0438957476,70875,114712.104283054,28667,37845.8333333333,35219,49000,70000,,27542,39141,17348,40982,,48242,31726,44250,44750,57132,,,40938,93250,,30469,,,24722,33750,41406,49026,70250,43617,729,569,160,729,536,193,729,84,645,729,136,593,729,181,548,729,17,712,729,11,718,729,79,650,729,50,679,34799,38093,,,26681,,,,22119,38488
"36047039700","Census Tract 397","Census Tract 397, Kings County, New York","ny","140","00","ACSSF","0004827",,,,,"36","047",,,,"039700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US36047039700",,,"159158","0",3417,3417,55605.05,0.0614512499671813,1296,164,164,83,51,90,53,53,114,38,78,59,69,66,65,82,67,39419,39419,82857,28357,,,,25227,,38362,90707,71846.9907407407,38198,67895.8213256484,28556,68543.6877076412,25920,28235,40818,14429,23900,40920,14154,30707,30855,25000,36212,32946,58269,36326,,23984,50274,32273,,28819,30921,26477,20964,33125,41071,39419,50250,31964,1296,960,336,1296,933,363,1296,134,1162,1296,274,1022,1296,337,959,1296,86,1210,1296,124,1172,1296,98,1198,1296,36,1260,28068,39344,24791,,15350,,16314,22091,18637,50054
"36047039800","Census Tract 398","Census Tract 398, Kings County, New York","ny","140","00","ACSSF","0004828",,,,,"36","047",,,,"039800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US36047039800",,,"202902","0",2737,2737,34937.05,0.0783409035099776,867,46,29,123,41,85,11,14,49,12,25,86,109,71,61,27,78,54850,54850,46000,,,92885,,,,90469,40313,86433.7946943483,54750,90833.7519623234,,62810.4347826087,20467,21290,63816,15235,20042,41000,10854,35592,19563,25759,42308,58015,51518,40195,17563,21833,49345,57610,,33333,20930,32625,31458,63646,52083,54850,69805,42159,867,681,186,867,654,213,867,85,782,867,150,717,867,278,589,867,105,762,867,25,842,867,89,778,867,96,771,27573,29354,,,27589,,25908,,26016,29763
"36047039900","Census Tract 399","Census Tract 399, Kings County, New York","ny","140","00","ACSSF","0004829",,,,,"36","047",,,,"039900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US36047039900",,,"151236","0",3822,3822,65453.56,0.0583925485369044,1393,183,109,106,27,82,72,64,42,28,86,147,201,164,25,25,32,47708,47708,70476,38717,,,,,,29483,81932,57665.6137832017,60223,67215.4711673699,33625,45052.4926686217,25716,25922,32530,11616,25239,44720,12270,36150,26202,26327,34821,53242,63667,27188,31250,26383,26638,,110647,43451,19297,,40216,53320,44531,47708,110938,41853,1393,999,394,1393,953,440,1393,109,1284,1393,68,1325,1393,290,1103,1393,182,1211,1393,81,1312,1393,132,1261,1393,94,1299,21777,26210,22027,,,,15561,46678,15713,31833
"36047040000","Census Tract 400","Census Tract 400, Kings County, New York","ny","140","00","ACSSF","0004830",,,,,"36","047",,,,"040000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US36047040000",,,"192000","0",3325,3325,44852.66,0.0741316175982283,1128,37,62,113,79,39,30,68,53,45,103,130,68,113,60,84,44,51979,51979,53295,,,55536,,42708,,42833,52955,68925,53977,73812.2235157159,23750,43998.8847583643,23558,26587,40568,16394,17346,41488,11228,30573,21783,26655,46563,46094,,31089,25889,35694,60357,37500,,29375,15433,16912,45938,48056,55208,51979,68906,42667,1128,871,257,1128,871,257,1128,113,1015,1128,188,940,1128,359,769,1128,126,1002,1128,64,1064,1128,168,960,1128,79,1049,23281,28280,,,20466,,12695,,14645,28454
"36047040100","Census Tract 401","Census Tract 401, Kings County, New York","ny","140","00","ACSSF","0004831",,,,,"36","047",,,,"040100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US36047040100",,,"159606","0",3169,3169,51424.58,0.0616242237415772,1176,120,80,95,57,67,46,40,108,32,124,118,69,94,21,67,38,44132,44132,55040,42465,,50192,,34408,2499,26941,68594,61292.1768707483,42105,56067.3835125448,41765,60018.284789644,24677,28226,42554,25359,19078,40669,13125,27235,17566,20559,26875,50188,61705,31250,,,26773,54250,83750,22526,18158,21546,30500,41198,60568,44132,101000,38750,1176,987,189,1176,941,235,1176,91,1085,1176,109,1067,1176,173,1003,1176,94,1082,1176,79,1097,1176,136,1040,1176,102,1074,23672,34252,22064,,24539,,13867,19449,20950,36956
"36047040200","Census Tract 402","Census Tract 402, Kings County, New York","ny","140","00","ACSSF","0004832",,,,,"36","047",,,,"040200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US36047040200",,,"197509","0",2857,2857,37464.6,0.0762586544802524,940,78,113,80,39,54,18,18,54,11,45,57,161,70,49,66,27,50446,50446,61333,,,50268,,40234,27679,40078,61500,69124.7872340426,61750,70498.7755102041,21917,58070.243902439,21203,25708,54576,11019,16316,45375,10250,35662,16328,26625,41823,52500,,41321,,25906,53393,53633,,27461,15441,31875,40375,45750,,50446,72083,29643,940,752,188,940,729,211,940,58,882,940,141,799,940,298,642,940,145,795,940,87,853,940,86,854,940,64,876,22989,28709,21042,,20350,,13758,15007,18215,28541
"36047040300","Census Tract 403","Census Tract 403, Kings County, New York","ny","140","00","ACSSF","0004833",,,,,"36","047",,,,"040300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US36047040300",,,"210275","0",3687,3687,45413.32,0.0811876348461846,1299,204,70,30,68,156,53,25,38,0,63,156,138,90,53,129,26,51964,51964,63167,41833,,,,,,27386,79219,65286.6820631255,33988,62547.7611940299,62583,67743.0604982206,30191,28750,36571,12204,31590,44362,11084,34695,21920,26463,32625,52284,56343,29469,21741,28079,35036,58906,56343,35431,,26210,32600,47257,66250,51964,74971,34048,1299,984,315,1299,962,337,1299,87,1212,1299,130,1169,1299,350,949,1299,75,1224,1299,197,1102,1299,112,1187,1299,76,1223,24605,30269,22596,,37632,,19528,,15630,46344
"36047040400","Census Tract 404","Census Tract 404, Kings County, New York","ny","140","00","ACSSF","0004834",,,,,"36","047",,,,"040400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US36047040400",,,"153660","0",2391,2391,40301.06,0.0593284602090821,845,63,41,47,32,55,30,15,61,24,63,56,86,106,30,62,74,58938,58938,58000,,,69250,,44896,,51500,53864,83489.8224852071,76429,96673.4482758621,42440,48828.3018867925,30208,41275,56458,14150,25507,45083,14211,40034,21097,36691,40909,64792,70089,44783,21458,57500,46250,54861,,32237,21047,30859,30588,75000,70982,58938,79091,42390,845,657,188,845,657,188,845,103,742,845,131,714,845,256,589,845,39,806,845,24,821,845,107,738,845,54,791,29529,33519,,,25968,,23816,31496,28324,33316
"36047040500","Census Tract 405","Census Tract 405, Kings County, New York","ny","140","00","ACSSF","0004835",,,,,"36","047",,,,"040500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US36047040500",,,"138996","0",1670,1670,31118.02,0.0536666579150174,620,120,24,45,15,12,10,0,47,20,20,79,123,40,12,13,40,59500,59500,84375,,,79583,,69485,,75000,77292,66836.6129032258,57750,76148.6153846154,44338,47083.0508474576,32500,40625,42075,,28580,39115,11974,40259,,33100,46750,40298,61000,49792,40893,,63281,42083,80600,30446,,26500,40375,38958,40833,59500,78250,46938,620,488,132,620,484,136,620,54,566,620,25,595,620,85,535,620,12,608,620,42,578,620,12,608,620,32,588,25744,36220,19029,,36976,,24581,32132,27156,42861
"36047040600","Census Tract 406","Census Tract 406, Kings County, New York","ny","140","00","ACSSF","0004836",,,,,"36","047",,,,"040600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US36047040600",,,"147049","0",3816,3816,67211.57,0.0567759387302181,1200,138,65,75,108,70,91,36,20,30,27,139,147,86,49,43,76,44625,44625,34297,,,73264,,37768,,32391,39688,69847.5833333333,61000,79755.2222222222,26875,33391.6666666667,21358,23991,35926,13636,20256,36738,11439,26011,17976,24188,34318,36959,65938,26952,21979,26625,23750,38229,95972,23813,15204,22969,68375,34844,,44625,95804,26081,1200,971,229,1200,957,243,1200,159,1041,1200,152,1048,1200,333,867,1200,98,1102,1200,15,1185,1200,135,1065,1200,30,1170,22145,33208,,,18844,,10951,,10861,35926
"36047040700","Census Tract 407","Census Tract 407, Kings County, New York","ny","140","00","ACSSF","0004837",,,,,"36","047",,,,"040700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US36047040700",,,"504834","0",0,0,0,0.194917505409291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
"36047040800","Census Tract 408","Census Tract 408, Kings County, New York","ny","140","00","ACSSF","0004838",,,,,"36","047",,,,"040800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US36047040800",,,"152930","0",3548,3548,60088.13,0.0590466056213388,1049,33,0,68,73,30,43,10,0,146,18,107,240,101,70,26,84,74635,74635,82014,,,73177,,46034,,45970,82118,85128.1220209724,76161,87687.2365339578,73177,65297.4358974359,29364,32500,42159,21204,26250,49352,11858,31662,19241,28229,,42143,90150,31157,17723,35325,,40455,100461,35026,,18984,46196,48913,,74635,88664,60750,1049,926,123,1049,907,142,1049,169,880,1049,191,858,1049,239,810,1049,53,996,1049,30,1019,1049,127,922,1049,57,992,25420,31116,,,26404,,9966,33642,10368,36250
"36047040900","Census Tract 409","Census Tract 409, Kings County, New York","ny","140","00","ACSSF","0004839",,,,,"36","047",,,,"040900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US36047040900",,,"172310","0",3534,3534,53119.48,0.06652926577266,1314,160,24,166,87,34,49,73,0,86,135,80,147,153,72,33,15,49083,49083,52000,55139,,,,,,36444,92697,58469.3302891933,34286,46372.9057591623,62571,72458.3636363636,24059,31325,45038,15341,19766,38750,13840,35140,17464,36563,19972,46477,47273,42667,,43167,36332,46553,,20603,15219,35848,18054,44688,60335,49083,95536,48146,1314,1128,186,1314,1112,202,1314,77,1237,1314,66,1248,1314,133,1181,1314,18,1296,1314,112,1202,1314,46,1268,1314,97,1217,21865,23878,27924,,,,14558,,15165,37437
"36047041000","Census Tract 410","Census Tract 410, Kings County, New York","ny","140","00","ACSSF","0004840",,,,,"36","047",,,,"041000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US36047041000",,,"142871","0",2096,2096,37996.62,0.0551628038431066,727,71,34,80,40,65,5,26,17,33,57,102,63,50,17,52,15,49353,49353,47586,,,61667,,,,,47716,62766.4374140303,59293,75947.5991649269,21500,30893.9516129032,25475,38194,50461,23929,15719,40875,9779,37500,26875,29236,43750,41250,69107,49737,38281,35750,59338,50500,69643,26000,14821,,,,56000,49353,57534,36000,727,468,259,727,452,275,727,51,676,727,180,547,727,270,457,727,63,664,727,18,709,727,124,603,727,66,661,21610,23792,4983,,16777,,,22504,29067,23457
"36047041100","Census Tract 411","Census Tract 411, Kings County, New York","ny","140","00","ACSSF","0004841",,,,,"36","047",,,,"041100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US36047041100",,,"134881","0",3041,3041,58393.35,0.0520778474649303,1158,248,96,121,32,62,40,25,40,0,101,59,133,60,25,58,58,31250,31250,52313,19081,,,,36389,,36250,63382,65683.506044905,59444,97695.8801498127,16855,35665.0641025641,21603,30574,41017,16445,16077,38750,9287,35642,36563,27404,35855,45139,22000,36761,41831,36411,35296,52222,21125,23510,20433,23702,45966,,51346,31250,155542,26653,1158,720,438,1158,720,438,1158,25,1133,1158,64,1094,1158,351,807,1158,220,938,1158,128,1030,1158,122,1036,1158,59,1099,26882,30217,33654,,23172,,16854,9749,19448,39487
"36047041200","Census Tract 412","Census Tract 412, Kings County, New York","ny","140","00","ACSSF","0004842",,,,,"36","047",,,,"041200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US36047041200",,,"165322","0",3168,3168,49630.91,0.0638311837738244,1025,48,61,42,100,35,27,29,30,42,54,79,46,134,43,100,155,65781,65781,68587,,,60417,,,,46400,70625,116878.048780488,84286,124729.336734694,32344,55878.8381742739,31721,37434,71250,16106,24551,50850,12821,44250,20000,35313,32109,64015,54506,51267,17281,35813,51534,76250,121964,39118,,,16722,53229,49896,65781,128958,35688,1025,834,191,1025,834,191,1025,29,996,1025,160,865,1025,244,781,1025,115,910,1025,81,944,1025,38,987,1025,46,979,37811,46926,,,25230,,11955,,10695,49652
"36047041300","Census Tract 413","Census Tract 413, Kings County, New York","ny","140","00","ACSSF","0004843",,,,,"36","047",,,,"041300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US36047041300",,,"162166","0",3965,3965,63325.87,0.0626126453095536,1359,172,80,123,34,29,76,82,99,45,54,170,121,81,104,10,79,44119,44119,48846,39482,,,,52697,,40932,92083,69021.7807211185,67159,81255.9509202454,,42481.0661764706,34067,36804,42708,16075,31571,43966,13830,41179,21603,38355,49313,46528,69762,41766,,40028,54479,32396,,40320,21544,35714,48550,66023,69732,44119,114231,40705,1359,1001,358,1359,925,434,1359,161,1198,1359,142,1217,1359,319,1040,1359,204,1155,1359,74,1285,1359,101,1258,1359,62,1297,24010,26770,23230,,46590,,21281,6909,14400,42938
"36047041401","Census Tract 414.01","Census Tract 414.01, Kings County, New York","ny","140","00","ACSSF","0004844",,,,,"36","047",,,,"041401",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US36047041401",,,"135123","0",1612,1612,30898.22,0.0521712841912781,481,16,66,0,43,0,0,28,34,26,20,89,56,24,4,55,20,61705,61705,57083,,,44250,,,,,57083,80091.2681912682,57750,88457.060518732,,39670.8955223881,25605,32167,39970,,20694,,12083,38324,,,39375,,50278,40703,,41875,39732,88636,,28399,,20221,26731,28688,71750,61705,69896,46250,481,415,66,481,410,71,481,17,464,481,33,448,481,130,351,481,68,413,481,0,481,481,37,444,481,25,456,24346,27500,,,19250,,10190,,9738,27500
"36047041402","Census Tract 414.02","Census Tract 414.02, Kings County, New York","ny","140","00","ACSSF","0004845",,,,,"36","047",,,,"041402",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US36047041402",,,"154394","0",1763,1763,29574.65,0.0596118592055253,679,54,25,14,50,56,28,51,16,37,41,77,43,51,4,66,66,50787,50787,47019,,,,,,,,47356,100908.394698085,69135,123015.204678363,23235,31019.8795180723,27754,34063,74583,20230,24667,42153,12165,37454,28621,35093,32667,59792,54500,44205,29009,,42292,63750,77857,31354,,,27228,,50833,50787,74063,44286,679,506,173,679,500,179,679,29,650,679,73,606,679,166,513,679,81,598,679,11,668,679,30,649,679,45,634,38429,38243,,,,,40422,,38304,38441
"36047041500","Census Tract 415","Census Tract 415, Kings County, New York","ny","140","00","ACSSF","0004846",,,,,"36","047",,,,"041500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US36047041500",,,"162692","0",4192,4192,66734.88,0.0628157350535987,1261,143,28,31,78,61,30,49,50,67,74,108,137,177,98,59,71,66307,66307,75795,56818,,128295,,74479,,49148,100278,80953.9254559873,66042,84287.9862700229,41925,64289.4056847545,27395,36475,49196,14219,25301,39725,11181,40613,23971,35586,50143,54792,67386,44274,26302,47902,53676,,66648,33963,23051,31755,,57321,76083,66307,104948,48321,1261,1037,224,1261,1037,224,1261,137,1124,1261,117,1144,1261,260,1001,1261,100,1161,1261,55,1206,1261,148,1113,1261,113,1148,25154,29726,23894,9231,40118,,21451,19837,21074,37207
"36047041600","Census Tract 416","Census Tract 416, Kings County, New York","ny","140","00","ACSSF","0004847",,,,,"36","047",,,,"041600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US36047041600",,,"162563","0",2304,2304,36707.81,0.0627659278730249,698,23,75,42,39,54,14,28,9,12,67,94,45,79,27,15,75,58250,58250,59000,,,51667,,,,,59125,100229.369627507,53750,108368.356643357,54500,57592.0634920635,22500,32396,62702,12604,12345,42188,10714,40417,23250,31250,36607,67788,,52500,,51683,60500,,,19375,,15643,,58182,84500,58250,62000,50875,698,548,150,698,529,169,698,75,623,698,117,581,698,181,517,698,105,593,698,18,680,698,42,656,698,41,657,30299,32107,80302,,15643,,8181,,7700,33872
"36047041700","Census Tract 417","Census Tract 417, Kings County, New York","ny","140","00","ACSSF","0004848",,,,,"36","047",,,,"041700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US36047041700",,,"141142","0",3101,3101,56904.06,0.0544952331825476,1369,324,194,9,174,22,160,37,103,34,53,94,35,49,17,57,7,24596,24596,24519,31226,,14773,,20655,,22209,65357,38411.9795471147,33005,44632.2411533421,11914,30283.8283828383,16240,17013,36429,10833,14984,25066,9442,22728,16585,21721,25656,41838,,22208,17083,26136,,41029,,22868,16196,20985,27281,,,24596,118542,23206,1369,892,477,1369,892,477,1369,58,1311,1369,62,1307,1369,390,979,1369,202,1167,1369,71,1298,1369,110,1259,1369,135,1234,17497,21049,17597,,19532,,12908,17066,12424,36658
"36047041800","Census Tract 418","Census Tract 418, Kings County, New York","ny","140","00","ACSSF","0004849",,,,,"36","047",,,,"041800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US36047041800",,,"164317","0",2622,2622,41328.34,0.0634431510879587,815,108,108,43,55,27,58,15,34,19,55,98,50,80,10,12,43,38375,38375,32885,,,74375,,46974,,,33413,64365.2760736196,54145,80141.9689119171,10962,24714.406779661,21574,30233,45052,12470,13618,43864,10881,36107,25761,33750,34250,46118,73250,36225,25208,35850,35774,57857,,35500,,31400,25625,36750,73000,38375,64500,30592,815,504,311,815,473,342,815,87,728,815,119,696,815,268,547,815,145,670,815,25,790,815,65,750,815,67,748,20047,21371,6751,,23558,,10101,22735,10978,22029
"36047041900","Census Tract 419","Census Tract 419, Kings County, New York","ny","140","00","ACSSF","0004850",,,,,"36","047",,,,"041900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US36047041900",,,"153013","0",3614,3614,61172.69,0.059078652101863,1273,105,168,66,60,20,64,106,91,48,116,115,91,119,33,37,34,43217,43217,44900,39483,,,,42938,20197,42745,51500,62371.2490180676,51290,65254.3307086614,34327,43384.3444227006,21265,26484,33358,11705,15647,37301,10825,33206,21875,32679,36397,36250,79231,31545,30417,31175,31447,36125,,37325,12833,38984,46920,36369,79231,43217,115833,38969,1273,974,299,1273,949,324,1273,127,1146,1273,116,1157,1273,324,949,1273,273,1000,1273,79,1194,1273,86,1187,1273,33,1240,21677,27873,19882,29362,14963,,17248,5851,18987,32600
"36047042000","Census Tract 420","Census Tract 420, Kings County, New York","ny","140","00","ACSSF","0004851",,,,,"36","047",,,,"042000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US36047042000",,,"168649","0",1640,1640,25185.92,0.0651157457100187,525,54,45,38,0,22,12,22,30,30,30,14,73,80,13,29,33,55625,55625,51875,,,,,,,,53750,81680,80972,96583.7320574163,12981,19571.0280373832,29844,41563,54973,18500,24432,40357,15652,52979,,37813,47500,62697,52222,54176,78750,57625,53704,56500,50556,37228,,23229,35833,63750,62143,55625,59688,40521,525,355,170,525,342,183,525,47,478,525,130,395,525,148,377,525,70,455,525,15,510,525,83,442,525,12,513,26511,26602,18877,,35295,,,,18024,26625
"36047042100","Census Tract 421","Census Tract 421, Kings County, New York","ny","140","00","ACSSF","0004852",,,,,"36","047",,,,"042100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US36047042100",,,"153377","0",4226,4226,71362,0.0592191932935597,1382,163,141,122,108,49,49,36,39,80,69,49,227,98,42,62,48,41855,41855,80441,,,,,23750,,25147,91000,60962.8798842258,34492,47628.9512555391,49427,66428.2269503546,21425,30500,36656,12490,15726,32262,11322,27201,17327,20850,26964,51573,46375,35350,21250,25625,33750,55500,61875,19548,12083,16528,,42188,36458,41855,79000,40645,1382,1012,370,1382,974,408,1382,166,1216,1382,128,1254,1382,264,1118,1382,181,1201,1382,34,1348,1382,44,1338,1382,127,1255,20673,29700,14537,,15043,,13154,43721,14342,43730
